no,type,id,lokalitas,nama,nama_perusahaan,nama_tampil_badan_hukum,nomor_pb_umku,nomor_tanda_daftar,qr_code,sektor,sistem_elektronik_id,status_id,tanggal_daftar,tanggal_terbit,website,links,
1200,tdpseTerbit,4622,LOKAL,GOWISATA,PT GAGAT APLIKASI WISATA,PT,1.90322E+20,002790.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4622,Sektor Perdagangan,4583,TERDAFTAR,6/20/2022,6/20/2022,gagataplikasiwisata.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4622,
1201,tdpseTerbit,4621,LOKAL,WEBSITE – SFCC PLATFORM,PT L`OREAL INDONESIA,PT,8.12E+20,000473.03/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4621,Sektor Perdagangan,4582,TERDAFTAR,6/20/2022,6/20/2022,yslbeauty.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4621,
1202,tdpseTerbit,4620,LOKAL,TEKNOLOGI KARYA DIGITAL NUSA,PT TEKNOLOGI KARYA DIGITAL NUSA,PT,2.20106E+19,003273.02/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4620,Sektor Teknologi Informasi dan Komunikasi,4581,TERDAFTAR,6/20/2022,6/20/2022,tkdn.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4620,
1203,tdpseTerbit,4619,LOKAL,TKDN,PT TEKNOLOGI KARYA DIGITAL NUSA,PT,2.20106E+19,003273.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4619,Sektor Teknologi Informasi dan Komunikasi,4580,TERDAFTAR,6/20/2022,6/20/2022,tkdn.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4619,
1204,tdpseTerbit,4618,LOKAL,KIOSON MOBILE,PT KIOSON KOMERSIAL INDONESIA,PT,3.10821E+20,001546.04/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4618,Sektor Teknologi Informasi dan Komunikasi,4579,TERDAFTAR,6/20/2022,6/20/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4618,
1205,tdpseTerbit,4617,LOKAL,COMPANY WEBSITE & MARKETPLACE ARSA PERSADA INDONESIA,PT ARSA PERSADA INDONESIA,PT,1.279E+20,003271.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4617,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",4578,TERDAFTAR,6/20/2022,6/20/2022,arsapersada.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4617,
1206,tdpseTerbit,4616,LOKAL,PT ALLDENT LAB CARE,ALLDENT LAB CARE,,1.50622E+20,003272.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4616,"Sektor Kesehatan, Sektor Teknologi Informasi dan Komunikasi",4577,TERDAFTAR,6/20/2022,6/20/2022,alldent.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4616,
1207,tdpseTerbit,4615,LOKAL,HTTPS://SMARTECH.ORG,PT SMARTECH INDO JAYA,PT,1.40122E+20,002031.02/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4615,Sektor Perdagangan,4576,TERDAFTAR,6/20/2022,6/20/2022,smartech.org,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4615,
1208,tdpseTerbit,4614,LOKAL,PAYASYOUGO,SATU RUANG DIGITAL,,2.20222E+20,003268.02/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4614,Sektor Teknologi Informasi dan Komunikasi,4575,TERDAFTAR,6/20/2022,6/20/2022,payasyougo.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4614,
1209,tdpseTerbit,4613,LOKAL,SATU RUANG DIGITAL,SATU RUANG DIGITAL,,2.20222E+20,003268.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4613,Sektor Teknologi Informasi dan Komunikasi,4574,TERDAFTAR,6/20/2022,6/20/2022,saturuangdigital.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4613,
1210,tdpseTerbit,4611,LOKAL,WINDOW OF INDONESIA,WINDOW INDONESIA GROUP,,1.60622E+20,003262.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4611,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",4573,TERDAFTAR,6/19/2022,6/19/2022,windowofindonesia.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4611,
1211,tdpseTerbit,4610,LOKAL,KAWANUADIGITAL.COM,KAWANUA DIGITAL MULTIVERSE,,6.0622E+19,003261.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4610,Sektor Teknologi Informasi dan Komunikasi,4572,TERDAFTAR,6/19/2022,6/19/2022,kawanuadigital.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4610,
1212,tdpseTerbit,4608,LOKAL,LAVIN TECHNOLOGIES,LEONARDO ARFREN TANAYA,,1.90622E+20,003257.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4608,Sektor Teknologi Informasi dan Komunikasi,4571,TERDAFTAR,6/19/2022,6/19/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4608,
1213,tdpseTerbit,4607,LOKAL,APLIKASI,ENDY FRANDO SIMBOLON,,7.0622E+19,003040.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4607,Sektor Transportasi,4570,TERDAFTAR,6/19/2022,6/19/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4607,
1214,tdpseTerbit,4606,LOKAL,PT ARTHA KENCANA TRANS,PT ARTHA KENCANA TRANS,PT,2.0801E+19,003255.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4606,Sektor Transportasi,4569,TERDAFTAR,6/19/2022,6/19/2022,arthakencanatrans.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4606,
1215,tdpseTerbit,4605,LOKAL,PT.PUTRA MARITIM BERKAH,PT PUTRA MARITIM BERKAH,PT,1.50622E+20,003254.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4605,"Sektor Perdagangan, Sektor Energi dan Sumber Daya Mineral, Sektor Transportasi, Sektor Teknologi Informasi dan Komunikasi",4568,TERDAFTAR,6/18/2022,6/18/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4605,
1216,tdpseTerbit,4604,LOKAL,ORDERPLIZZ,PT ORDERPLIZZ INDONESIA MAJU,PT,1.91121E+20,003249.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4604,Sektor Pangan,4567,TERDAFTAR,6/18/2022,6/18/2022,orderplizz.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4604,
1217,tdpseTerbit,4603,LOKAL,SF INDONESIA,PT SURYA FAJAR INDONESIA,PT,2.20202E+19,003121.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4603,"Sektor Perdagangan, Sektor Transportasi",4566,TERDAFTAR,6/18/2022,6/18/2022,sf-international.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4603,
1218,tdpseTerbit,4581,LOKAL,PURWANTOAM,PT PURWANTO ASSET MANAGEMENT,PT,9.12001E+20,003065.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4581,Sektor Keuangan,4544,TERDAFTAR,6/17/2022,6/17/2022,WWW.PURWANTO.CO.ID,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4581,
1219,tdpseTerbit,4580,LOKAL,BANG JAMIN,PT ARKANA ADVANCE TECHNOLOGY,PT,3.10522E+20,000282.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4580,Sektor Perdagangan,4543,TERDAFTAR,6/17/2022,6/17/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4580,
1220,tdpseTerbit,4579,LOKAL,TRIBUN DIGITAL ONLINE,PT TRIBUN BERITA ONLINE,PT,9.12031E+20,002867.02/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4579,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",4541,TERDAFTAR,6/17/2022,6/17/2022,Tribunnews.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4579,
1221,tdpseTerbit,4578,LOKAL,UMKM LOMPAT KELAS ( E-UMKM.MY.ID ),Yayasan PUSAT STRATEGI DAN AKSELERASI PEMBANGUNAN INDONESIA MAJU,Yayasan,7.0422E+19,002952.02/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4578,"Sektor Perdagangan, Sektor Energi dan Sumber Daya Mineral, Sektor Transportasi, Sektor Keuangan, Sektor Kesehatan, Sektor Teknologi Informasi dan Komunikasi, Sektor Pangan, Sektor Pertahanan dan Keamanan",4542,TERDAFTAR,6/17/2022,6/17/2022,e-umkm.my.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4578,
1222,tdpseTerbit,4577,LOKAL,WILKASTORE.CO.ID,PT WILKA ENERGI SOLUSI,PT,9.12041E+20,000310.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4577,"Sektor Perdagangan, Sektor Energi dan Sumber Daya Mineral",4534,TERDAFTAR,6/16/2022,6/17/2022,wilkapower.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4577,
1223,tdpseTerbit,4576,LOKAL,PAWOON POS,PT ALPHANOVATION DIGITAL TEKNINDO,PT,9.1204E+20,002935.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4576,Sektor Teknologi Informasi dan Komunikasi,4540,TERDAFTAR,6/17/2022,6/17/2022,pawoon.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4576,
1224,tdpseTerbit,4575,LOKAL,JEMPOLKIOS,PT MITRA DISTRIBUSI UTAMA,PT,1.287E+20,002723.02/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4575,Sektor Teknologi Informasi dan Komunikasi,4539,TERDAFTAR,6/17/2022,6/17/2022,jempolkios.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4575,
1225,tdpseTerbit,4574,LOKAL,BITRAS,CV BITRAS,CV,9.12011E+20,000303.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4574,"Sektor Perdagangan, Sektor Transportasi, Sektor Teknologi Informasi dan Komunikasi, Sektor Pertahanan dan Keamanan",4538,TERDAFTAR,6/17/2022,6/17/2022,bitras.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4574,
1226,tdpseTerbit,4573,LOKAL,DASHBOARD VIRTUAL ACCOUNT,PT PERUSAHAAN PERSEROAN (PERSERO) PT. BANK RAKYAT INDONESIA,PT,8.12011E+20,002468.19/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4573,Sektor Keuangan,4537,TERDAFTAR,6/17/2022,6/17/2022,brivirtualdebit.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4573,
1227,tdpseTerbit,4572,LOKAL,JARINGAN MESIN LAYANAN PUBLIK OTOMATIS (JARINGAN MLPO),PT SARANA YUKTI BANDHANA,PT,9.12011E+20,002792.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4572,Sektor Teknologi Informasi dan Komunikasi,4536,TERDAFTAR,6/17/2022,6/17/2022,syb-online.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4572,
1228,tdpseTerbit,4571,LOKAL,WILKA STORE,PT WILKA ENERGI SOLUSI,PT,9.12041E+20,000310.02/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4571,"Sektor Perdagangan, Sektor Energi dan Sumber Daya Mineral",4535,TERDAFTAR,6/16/2022,6/16/2022,wilkastore.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4571,
1229,tdpseTerbit,4570,LOKAL,ZAHSY ALESHA DIGITAL & TECH,RULLY SIREY,,3.10122E+20,000307.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4570,Sektor Teknologi Informasi dan Komunikasi,4533,TERDAFTAR,6/16/2022,6/16/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4570,
1230,tdpseTerbit,4569,LOKAL,SMARTCU,Koperasi PUSKOP CREDIT UNION INDONESIA,Koperasi,1.90522E+20,000304.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4569,Sektor Perdagangan,4532,TERDAFTAR,6/16/2022,6/16/2022,smartcu.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4569,
1231,tdpseTerbit,4568,LOKAL,PTAMS,PT AROMA MAKMUR SENTOSA,PT,2.31021E+20,000302.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4568,Sektor Perdagangan,4531,TERDAFTAR,6/16/2022,6/16/2022,ptams.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4568,
1232,tdpseTerbit,4567,LOKAL,STROBERI TAGIHAN,PT PERUSAHAAN PERSEROAN (PERSERO) PT. BANK RAKYAT INDONESIA,PT,8.12011E+20,002468.18/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4567,Sektor Keuangan,4530,TERDAFTAR,6/16/2022,6/16/2022,tagihan.stroberi.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4567,
1233,tdpseTerbit,4566,LOKAL,STROBERI KASIR,PT PERUSAHAAN PERSEROAN (PERSERO) PT. BANK RAKYAT INDONESIA,PT,8.12011E+20,002468.17/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4566,Sektor Keuangan,4529,TERDAFTAR,6/16/2022,6/16/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4566,
1234,tdpseTerbit,4565,LOKAL,KREDIT EKSTRA CEPAT KUPEDES (KECEKU,PT PERUSAHAAN PERSEROAN (PERSERO) PT. BANK RAKYAT INDONESIA,PT,8.12011E+20,002468.16/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4565,Sektor Keuangan,4528,TERDAFTAR,6/16/2022,6/16/2022,app.keceku.bri.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4565,
1235,tdpseTerbit,4564,LOKAL,LECTRO ENERGI SEMESTA,PT LECTRO ENERGI SEMESTA,PT,3.1121E+19,000295.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4564,"Sektor Perdagangan, Sektor Energi dan Sumber Daya Mineral, Sektor Teknologi Informasi dan Komunikasi",4527,TERDAFTAR,6/16/2022,6/16/2022,Lectro.asia,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4564,
1236,tdpseTerbit,4563,LOKAL,RUANGNYAMAN,PT RUANG NYAMAN ABADI,PT,1.233E+20,002938.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4563,Sektor Teknologi Informasi dan Komunikasi,4526,TERDAFTAR,6/16/2022,6/16/2022,ruangnyaman.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4563,
1237,tdpseTerbit,4562,LOKAL,PT. NUANSA UNGGUL BAHARI,PT NUANSA UNGGUL BAHARI,PT,1.262E+20,000296.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4562,"Sektor Perdagangan, Sektor Transportasi",4525,TERDAFTAR,6/16/2022,6/16/2022,nuansaunggul.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4562,
1238,tdpseTerbit,4561,LOKAL,NABITU.ID,PT NABITU TEKNOLOGI ISLAMI,PT,1.238E+20,000298.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4561,Sektor Keuangan,4524,TERDAFTAR,6/16/2022,6/16/2022,nabitu.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4561,
1239,tdpseTerbit,4560,LOKAL,TITIPORDER.COM,PT PRIMA SYIRKAH INTERNATIONAL,PT,2.20101E+19,002941.02/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4560,Sektor Perdagangan,4523,TERDAFTAR,6/16/2022,6/16/2022,titiporder.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4560,
1240,tdpseTerbit,4559,LOKAL,CREDGENICS,PT ANALOG LEGALHUB INDONESIA TECHNOLOGY SOLUTIONS,PT,1.30622E+20,000294.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4559,Sektor Keuangan,4522,TERDAFTAR,6/16/2022,6/16/2022,credgenics.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4559,
1241,tdpseTerbit,4558,LOKAL,QUBIQL,PT DESKTOPIP TEKNOLOGI INDONESIA,PT,1.236E+20,001459.03/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4558,Sektor Teknologi Informasi dan Komunikasi,4275,TERDAFTAR,6/8/2022,6/16/2022,qubiql.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4558,
1242,tdpseTerbit,4553,LOKAL,IMPORTIR.CO.ID,PT PRIMA SYIRKAH INTERNATIONAL,PT,2.20101E+19,002941.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4553,Sektor Perdagangan,4521,TERDAFTAR,6/16/2022,6/16/2022,importir.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4553,
1243,tdpseTerbit,4546,LOKAL,SANDANGJAKARTA.COM,PT BUANA MAS SANJAYA,PT,9.12001E+20,000293.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4546,Sektor Perdagangan,4520,TERDAFTAR,6/16/2022,6/16/2022,sandangjakarta.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4546,
1244,tdpseTerbit,4540,LOKAL,NUSAWORK HR,PT MEDIA ANTAR NUSA,PT,9.12022E+20,000965.02/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4540,Sektor Teknologi Informasi dan Komunikasi,4519,TERDAFTAR,6/16/2022,6/16/2022,nusawork.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4540,
1245,tdpseTerbit,4538,LOKAL,BAITULJANNAH,PT BAITULJANNAH INTERNATIONAL GROUP,PT,1.30422E+20,003163.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4538,Sektor Teknologi Informasi dan Komunikasi,4518,TERDAFTAR,6/16/2022,6/16/2022,baituljannah.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4538,
1246,tdpseTerbit,4537,LOKAL,BRI CORPORATE BILLING MANAGEMENT,PT PERUSAHAAN PERSEROAN (PERSERO) PT. BANK RAKYAT INDONESIA,PT,8.12011E+20,002468.15/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4537,Sektor Keuangan,4517,TERDAFTAR,6/16/2022,6/16/2022,cbm.bri.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4537,
1247,tdpseTerbit,4535,LOKAL,TRADMED,PT KHALILA TRADMED INDONESIA,PT,1.21121E+20,003157.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4535,Sektor Perdagangan,4508,TERDAFTAR,6/16/2022,6/16/2022,tradmed.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4535,
1248,tdpseTerbit,4534,LOKAL,ONLINE PAYMENT POINT (OPP),PT UANGKITA,PT,8.12002E+20,003060.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4534,Sektor Teknologi Informasi dan Komunikasi,4515,TERDAFTAR,6/16/2022,6/16/2022,ptuangkita.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4534,
1249,tdpseTerbit,4525,LOKAL,MSIGONLINE,PT ASURANSI MSIG INDONESIA,PT,9.1201E+20,003087.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4525,Sektor Keuangan,4509,TERDAFTAR,6/16/2022,6/16/2022,msigonline.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4525,
1250,tdpseTerbit,4524,LOKAL,RANGKAI.ID,PT RANGKAI KREATIVITAS INDONESIA,PT,1.235E+20,000286.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4524,Sektor Teknologi Informasi dan Komunikasi,4507,TERDAFTAR,6/15/2022,6/15/2022,rangkai.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4524,
1251,tdpseTerbit,4523,LOKAL,MEDIA PUBLIKASI BERBASIS ELEKTRONIK,PT IDISI MULTI MANDIRI,PT,1.0622E+19,000287.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4523,Sektor Teknologi Informasi dan Komunikasi,4506,TERDAFTAR,6/15/2022,6/15/2022,idisionline.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4523,
1252,tdpseTerbit,4522,LOKAL,SISTEM CHATBOT SABRINA BRI,PT PERUSAHAAN PERSEROAN (PERSERO) PT. BANK RAKYAT INDONESIA,PT,8.12011E+20,002468.14/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4522,"Sektor Keuangan, Sektor Teknologi Informasi dan Komunikasi",4505,TERDAFTAR,6/15/2022,6/15/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4522,
1253,tdpseTerbit,4521,LOKAL,COMMUTER.ID,PT KERETA COMMUTER INDONESIA,PT,8.12E+20,003126.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4521,Sektor Transportasi,4504,TERDAFTAR,6/15/2022,6/15/2022,krl.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4521,
1254,tdpseTerbit,4520,LOKAL,GPS TRACKER,PT MENN TEKNOLOGI INDONESIA,PT,8.12012E+20,000280.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4520,"Sektor Transportasi, Sektor Teknologi Informasi dan Komunikasi",4503,TERDAFTAR,6/15/2022,6/15/2022,menngroup.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4520,
1255,tdpseTerbit,4519,LOKAL,BRI LOYALTY POIN (BRIPOIN),PT PERUSAHAAN PERSEROAN (PERSERO) PT. BANK RAKYAT INDONESIA,PT,8.12011E+20,002468.13/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4519,Sektor Keuangan,4502,TERDAFTAR,6/15/2022,6/15/2022,bripoin.bri.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4519,
1256,tdpseTerbit,4518,LOKAL,SHOPIFY,PT PABRIK SARI SENI,PT,2.60522E+20,000283.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4518,Sektor Perdagangan,4501,TERDAFTAR,6/15/2022,6/15/2022,atelierpadmala.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4518,
1257,tdpseTerbit,4517,LOKAL,BRISPOT KONSUMER,PT PERUSAHAAN PERSEROAN (PERSERO) PT. BANK RAKYAT INDONESIA,PT,8.12011E+20,002468.12/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4517,Sektor Keuangan,4500,TERDAFTAR,6/15/2022,6/15/2022,Brispotkonsumer.bri.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4517,
1258,tdpseTerbit,4516,LOKAL,BRISPOT EKSTERNAL,PT PERUSAHAAN PERSEROAN (PERSERO) PT. BANK RAKYAT INDONESIA,PT,8.12011E+20,002468.11/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4516,Sektor Keuangan,4499,TERDAFTAR,6/15/2022,6/15/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4516,
1259,tdpseTerbit,4515,LOKAL,BRISTORE,PT PERUSAHAAN PERSEROAN (PERSERO) PT. BANK RAKYAT INDONESIA,PT,8.12011E+20,002468.10/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4515,Sektor Keuangan,4498,TERDAFTAR,6/15/2022,6/15/2022,bristore.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4515,
1260,tdpseTerbit,4514,LOKAL,ALESHAPUTRISHOP,EMA NUR LUTHFIYANI,,1.288E+20,000281.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4514,Sektor Perdagangan,4497,TERDAFTAR,6/15/2022,6/15/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4514,
1261,tdpseTerbit,4385,LOKAL,CARIBARANG.ID,PT DIGITAL TRADING SOLUSINDO,PT,1.10122E+20,002809.01/DJAI.PSE/06/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/4385,"Sektor Perdagangan, Sektor Transportasi",4369,TERDAFTAR,6/14/2022,6/14/2022,caribarang.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/4385,
